StartDate,EndDate,HomeTeam,AwayTeam,Winner,Margin,Type,Ground,Scorecard
1895-01-11,1895-01-15,Australia,England,Australia,382,Runs,Adelaide,Test # 44
1895-02-01,1895-02-04,Australia,England,Australia,147,Innings,Sydney,Test # 45
1895-03-01,1895-03-06,Australia,England,England,6,Wickets,Melbourne,Test # 46
1896-02-13,1896-02-14,South Africa,England,England,288,Runs,Port Elizabeth,Test # 47
1896-03-02,1896-03-04,South Africa,England,England,197,Innings,Johannesburg,Test # 48
1896-03-21,1896-03-23,South Africa,England,England,33,Innings,Cape Town,Test # 49
1896-06-22,1896-06-24,England,Australia,England,6,Wickets,Lord's,Test # 50
1896-07-16,1896-07-18,England,Australia,Australia,3,Wickets,Manchester,Test # 51
1896-08-10,1896-08-12,England,Australia,England,66,Runs,The Oval,Test # 52
1897-12-13,1897-12-17,Australia,England,England,9,Wickets,Sydney,Test # 53
1898-01-01,1898-01-05,Australia,England,Australia,55,Innings,Melbourne,Test # 54
1898-01-14,1898-01-19,Australia,England,Australia,13,Innings,Adelaide,Test # 55
1898-01-29,1898-02-02,Australia,England,Australia,8,Wickets,Melbourne,Test # 56
1898-02-26,1898-03-02,Australia,England,Australia,6,Wickets,Sydney,Test # 57
1899-02-14,1899-02-16,South Africa,England,England,32,Runs,Johannesburg,Test # 58
1899-04-01,1899-04-04,South Africa,England,England,210,Runs,Cape Town,Test # 59
1899-06-01,1899-06-03,England,Australia,Drawn,NA,NA,Nottingham,Test # 60
1899-06-15,1899-06-17,England,Australia,Australia,10,Wickets,Lord's,Test # 61
1899-06-29,1899-07-01,England,Australia,Drawn,NA,NA,Leeds,Test # 62
1899-07-17,1899-07-19,England,Australia,Drawn,NA,NA,Manchester,Test # 63
1899-08-14,1899-08-16,England,Australia,Drawn,NA,NA,The Oval,Test # 64
1901-12-13,1901-12-16,Australia,England,England,124,Innings,Sydney,Test # 65
1902-01-01,1902-01-04,Australia,England,Australia,229,Runs,Melbourne,Test # 66
1902-01-17,1902-01-23,Australia,England,Australia,4,Wickets,Adelaide,Test # 67
1902-02-14,1902-02-18,Australia,England,Australia,7,Wickets,Sydney,Test # 68
1902-02-28,1902-03-04,Australia,England,Australia,32,Runs,Melbourne,Test # 69
1902-05-29,1902-05-31,England,Australia,Drawn,NA,NA,Birmingham,Test # 70
1902-06-12,1902-06-14,England,Australia,Drawn,NA,NA,Lord's,Test # 71
1902-07-03,1902-07-05,England,Australia,Australia,143,Runs,Sheffield,Test # 72
1902-07-24,1902-07-26,England,Australia,Australia,3,Runs,Manchester,Test # 73
1902-08-11,1902-08-13,England,Australia,England,1,wicket,The Oval,Test # 74
1902-10-11,1902-10-14,South Africa,Australia,Drawn,NA,NA,Johannesburg,Test # 75
1902-10-18,1902-10-21,South Africa,Australia,Australia,159,Runs,Johannesburg,Test # 76
1902-11-08,1902-11-11,South Africa,Australia,Australia,10,Wickets,Cape Town,Test # 77
1903-12-11,1903-12-17,Australia,England,England,5,Wickets,Sydney,Test # 78
1904-01-01,1904-01-05,Australia,England,England,185,Runs,Melbourne,Test # 79
1904-01-15,1904-01-20,Australia,England,Australia,216,Runs,Adelaide,Test # 80
1904-02-26,1904-03-03,Australia,England,England,157,Runs,Sydney,Test # 81
1904-03-05,1904-03-08,Australia,England,Australia,218,Runs,Melbourne,Test # 82
1905-05-29,1905-05-31,England,Australia,England,213,Runs,Nottingham,Test # 83
1905-06-15,1905-06-17,England,Australia,Drawn,NA,NA,Lord's,Test # 84
1905-07-03,1905-07-05,England,Australia,Drawn,NA,NA,Leeds,Test # 85
1905-07-24,1905-07-26,England,Australia,England,80,Innings,Manchester,Test # 86
1905-08-14,1905-08-16,England,Australia,Drawn,NA,NA,The Oval,Test # 87
1906-01-02,1906-01-04,South Africa,England,South Africa,1,wicket,Johannesburg,Test # 88
1906-03-06,1906-03-08,South Africa,England,South Africa,9,Wickets,Johannesburg,Test # 89
1906-03-10,1906-03-14,South Africa,England,South Africa,243,Runs,Johannesburg,Test # 90
1906-03-24,1906-03-27,South Africa,England,England,4,Wickets,Cape Town,Test # 91
1906-03-30,1906-04-02,South Africa,England,South Africa,16,Innings,Cape Town,Test # 92
1907-07-01,1907-07-03,England,South Africa,Drawn,NA,NA,Lord's,Test # 93
1907-07-29,1907-07-31,England,South Africa,England,53,Runs,Leeds,Test # 94
1907-08-19,1907-08-21,England,South Africa,Drawn,NA,NA,The Oval,Test # 95
1907-12-13,1907-12-19,Australia,England,Australia,2,Wickets,Sydney,Test # 96
1908-01-01,1908-01-07,Australia,England,England,1,wicket,Melbourne,Test # 97
1908-01-10,1908-01-16,Australia,England,Australia,245,Runs,Adelaide,Test # 98
1908-02-07,1908-02-11,Australia,England,Australia,308,Runs,Melbourne,Test # 99
1908-02-21,1908-02-27,Australia,England,Australia,49,Runs,Sydney,Test # 100
1909-05-27,1909-05-29,England,Australia,England,10,Wickets,Birmingham,Test # 101
1909-06-14,1909-06-16,England,Australia,Australia,9,Wickets,Lord's,Test # 102
1909-07-01,1909-07-03,England,Australia,Australia,126,Runs,Leeds,Test # 103
1909-07-26,1909-07-28,England,Australia,Drawn,NA,NA,Manchester,Test # 104
1909-08-09,1909-08-11,England,Australia,Drawn,NA,NA,The Oval,Test # 105
1910-01-01,1910-01-05,South Africa,England,South Africa,19,Runs,Johannesburg,Test # 106
1910-01-21,1910-01-26,South Africa,England,South Africa,95,Runs,Durban,Test # 107
1910-02-26,1910-03-03,South Africa,England,England,3,Wickets,Johannesburg,Test # 108
1910-03-07,1910-03-09,South Africa,England,South Africa,4,Wickets,Cape Town,Test # 109
1910-03-11,1910-03-14,South Africa,England,England,9,Wickets,Cape Town,Test # 110
1910-12-09,1910-12-14,Australia,South Africa,Australia,114,Innings,Sydney,Test # 111
1910-12-31,1911-01-04,Australia,South Africa,Australia,89,Runs,Melbourne,Test # 112
1911-01-07,1911-01-13,Australia,South Africa,South Africa,38,Runs,Adelaide,Test # 113
1911-02-17,1911-02-21,Australia,South Africa,Australia,530,Runs,Melbourne,Test # 114
1911-03-03,1911-03-07,Australia,South Africa,Australia,7,Wickets,Sydney,Test # 115
1911-12-15,1911-12-21,Australia,England,Australia,146,Runs,Sydney,Test # 116
1911-12-30,1912-01-03,Australia,England,England,8,Wickets,Melbourne,Test # 117
1912-01-12,1912-01-17,Australia,England,England,7,Wickets,Adelaide,Test # 118
1912-02-09,1912-02-13,Australia,England,England,225,Innings,Melbourne,Test # 119
1912-02-23,1912-03-01,Australia,England,England,70,Runs,Sydney,Test # 120
1912-05-27,1912-05-28,Australia,South Africa,Australia,88,Innings,Manchester,Test # 121
1912-06-10,1912-06-12,England,South Africa,England,62,Innings,Lord's,Test # 122
1912-06-24,1912-06-26,England,Australia,Drawn,NA,NA,Lord's,Test # 123
1912-07-08,1912-07-10,England,South Africa,England,174,Runs,Leeds,Test # 124
1912-07-15,1912-07-17,Australia,South Africa,Australia,10,Wickets,Lord's,Test # 125
1912-07-29,1912-07-31,England,Australia,Drawn,NA,NA,Manchester,Test # 126
1912-08-05,1912-08-07,Australia,South Africa,Drawn,NA,NA,Nottingham,Test # 127
1912-08-12,1912-08-13,England,South Africa,England,10,Wickets,The Oval,Test # 128
1912-08-19,1912-08-22,England,Australia,England,244,Runs,The Oval,Test # 129
1913-12-13,1913-12-17,South Africa,England,England,157,Innings,Durban,Test # 130
1913-12-26,1913-12-30,South Africa,England,England,12,Innings,Johannesburg,Test # 131
1914-01-01,1914-01-05,South Africa,England,England,91,Runs,Johannesburg,Test # 132
1914-02-14,1914-02-18,South Africa,England,Drawn,NA,NA,Durban,Test # 133
1914-02-27,1914-03-03,South Africa,England,England,10,Wickets,Port Elizabeth,Test # 134
1920-12-17,1920-12-22,Australia,England,Australia,377,Runs,Sydney,Test # 135
1920-12-31,1921-01-04,Australia,England,Australia,91,Innings,Melbourne,Test # 136
1921-01-14,1921-01-20,Australia,England,Australia,119,Runs,Adelaide,Test # 137
1921-02-11,1921-02-16,Australia,England,Australia,8,Wickets,Melbourne,Test # 138
1921-02-25,1921-03-01,Australia,England,Australia,9,Wickets,Sydney,Test # 139
1921-05-28,1921-05-30,England,Australia,Australia,10,Wickets,Nottingham,Test # 140
1921-06-11,1921-06-14,England,Australia,Australia,8,Wickets,Lord's,Test # 141
1921-07-02,1921-07-05,England,Australia,Australia,219,Runs,Leeds,Test # 142
1921-07-23,1921-07-26,England,Australia,Drawn,NA,NA,Manchester,Test # 143
1921-08-13,1921-08-16,England,Australia,Drawn,NA,NA,The Oval,Test # 144
1921-11-05,1921-11-09,South Africa,Australia,Drawn,NA,NA,Durban,Test # 145
1921-11-12,1921-11-16,South Africa,Australia,Drawn,NA,NA,Johannesburg,Test # 146
1921-11-26,1921-11-29,South Africa,Australia,Australia,10,Wickets,Cape Town,Test # 147
1922-12-23,1922-12-28,South Africa,England,South Africa,168,Runs,Johannesburg,Test # 148
1923-01-01,1923-01-04,South Africa,England,England,1,wicket,Cape Town,Test # 149
1923-01-18,1923-01-22,South Africa,England,Drawn,NA,NA,Durban,Test # 150
1923-02-09,1923-02-13,South Africa,England,Drawn,NA,NA,Johannesburg,Test # 151
1923-02-16,1923-02-22,South Africa,England,England,109,Runs,Durban,Test # 152
1924-06-14,1924-06-17,England,South Africa,England,18,Innings,Birmingham,Test # 153
1924-06-28,1924-07-01,England,South Africa,England,18,Innings,Lord's,Test # 154
1924-07-12,1924-07-15,England,South Africa,England,9,Wickets,Leeds,Test # 155
1924-07-26,1924-07-29,England,South Africa,Drawn,NA,NA,Manchester,Test # 156
1924-08-16,1924-08-19,England,South Africa,Drawn,NA,NA,The Oval,Test # 157
1924-12-19,1924-12-27,Australia,England,Australia,193,Runs,Sydney,Test # 158
1925-01-01,1925-01-08,Australia,England,Australia,81,Runs,Melbourne,Test # 159
1925-01-16,1925-01-23,Australia,England,Australia,11,Runs,Adelaide,Test # 160
1925-02-13,1925-02-18,Australia,England,England,29,Innings,Melbourne,Test # 161
1925-02-27,1925-03-04,Australia,England,Australia,307,Runs,Sydney,Test # 162
1926-06-12,1926-06-15,England,Australia,Drawn,NA,NA,Nottingham,Test # 163
1926-06-26,1926-06-29,England,Australia,Drawn,NA,NA,Lord's,Test # 164
1926-07-10,1926-07-13,England,Australia,Drawn,NA,NA,Leeds,Test # 165
1926-07-24,1926-07-27,England,Australia,Drawn,NA,NA,Manchester,Test # 166
1926-08-14,1926-08-18,England,Australia,England,289,Runs,The Oval,Test # 167
1927-12-24,1927-12-27,South Africa,England,England,10,Wickets,Johannesburg,Test # 168
1927-12-31,1928-01-04,South Africa,England,England,87,Runs,Cape Town,Test # 169
1928-01-21,1928-01-25,South Africa,England,Drawn,NA,NA,Durban,Test # 170
1928-01-28,1928-02-01,South Africa,England,South Africa,4,Wickets,Johannesburg,Test # 171
1928-02-04,1928-02-08,South Africa,England,South Africa,8,Wickets,Durban,Test # 172
1928-06-23,1928-06-26,England,West Indies,England,58,Innings,Lord's,Test # 173
1928-07-21,1928-07-24,England,West Indies,England,30,Innings,Manchester,Test # 174
1928-08-11,1928-08-14,England,West Indies,England,71,Innings,The Oval,Test # 175
1928-11-30,1928-12-05,Australia,England,England,675,Runs,Brisbane,Test # 176
1928-12-14,1928-12-20,Australia,England,England,8,Wickets,Sydney,Test # 177
1928-12-29,1929-01-05,Australia,England,England,3,Wickets,Melbourne,Test # 178
1929-02-01,1929-02-08,Australia,England,England,12,Runs,Adelaide,Test # 179
1929-03-08,1929-03-16,Australia,England,Australia,5,Wickets,Melbourne,Test # 180
1929-06-15,1929-06-18,England,South Africa,Drawn,NA,NA,Birmingham,Test # 181
1929-06-29,1929-07-02,England,South Africa,Drawn,NA,NA,Lord's,Test # 182
1929-07-13,1929-07-16,England,South Africa,England,5,Wickets,Leeds,Test # 183
1929-07-27,1929-07-30,England,South Africa,England,32,Innings,Manchester,Test # 184
1929-08-17,1929-08-20,England,South Africa,Drawn,NA,NA,The Oval,Test # 185
1930-01-10,1930-01-13,New Zealand,England,England,8,Wickets,Christchurch,Test # 186
1930-01-11,1930-01-16,West Indies,England,Drawn,NA,NA,Bridgetown,Test # 187
1930-01-24,1930-01-27,New Zealand,England,Drawn,NA,NA,Wellington,Test # 188
1930-02-01,1930-02-06,West Indies,England,England,167,Runs,Port of Spain,Test # 189
1930-02-14,1930-02-17,New Zealand,England,Drawn,NA,NA,Auckland,Test # 190
1930-02-21,1930-02-24,New Zealand,England,Drawn,NA,NA,Auckland,Test # 191
1930-02-21,1930-02-26,West Indies,England,West Indies,289,Runs,Georgetown,Test # 192
1930-04-03,1930-04-12,West Indies,England,Drawn,NA,NA,Kingston,Test # 193
1930-06-13,1930-06-17,England,Australia,England,93,Runs,Nottingham,Test # 194
1930-06-27,1930-07-01,England,Australia,Australia,7,Wickets,Lord's,Test # 195
1930-07-11,1930-07-15,England,Australia,Drawn,NA,NA,Leeds,Test # 196
1930-07-25,1930-07-29,England,Australia,Drawn,NA,NA,Manchester,Test # 197
1930-08-16,1930-08-22,England,Australia,Australia,39,Innings,The Oval,Test # 198
1930-12-12,1930-12-16,Australia,West Indies,Australia,10,Wickets,Adelaide,Test # 199
1930-12-24,1930-12-27,South Africa,England,South Africa,28,Runs,Johannesburg,Test # 200
1931-01-01,1931-01-05,Australia,West Indies,Australia,172,Innings,Sydney,Test # 201
1931-01-01,1931-01-05,South Africa,England,Drawn,NA,NA,Cape Town,Test # 202
1931-01-16,1931-01-20,Australia,West Indies,Australia,217,Innings,Brisbane,Test # 203
1931-01-16,1931-01-20,South Africa,England,Drawn,NA,NA,Durban,Test # 204
1931-02-13,1931-02-14,Australia,West Indies,Australia,122,Innings,Melbourne,Test # 205
1931-02-13,1931-02-17,South Africa,England,Drawn,NA,NA,Johannesburg,Test # 206
1931-02-21,1931-02-25,South Africa,England,Drawn,NA,NA,Durban,Test # 207
1931-02-27,1931-03-04,Australia,West Indies,West Indies,30,Runs,Sydney,Test # 208
1931-06-27,1931-06-30,England,New Zealand,Drawn,NA,NA,Lord's,Test # 209
1931-07-29,1931-07-31,England,New Zealand,England,26,Innings,The Oval,Test # 210
1931-08-15,1931-08-18,England,New Zealand,Drawn,NA,NA,Manchester,Test # 211
1931-11-27,1931-12-03,Australia,South Africa,Australia,163,Innings,Brisbane,Test # 212
1931-12-18,1931-12-21,Australia,South Africa,Australia,155,Innings,Sydney,Test # 213
1931-12-31,1932-01-06,Australia,South Africa,Australia,169,Runs,Melbourne,Test # 214
1932-01-29,1932-02-02,Australia,South Africa,Australia,10,Wickets,Adelaide,Test # 215
1932-02-12,1932-02-15,Australia,South Africa,Australia,72,Innings,Melbourne,Test # 216
1932-02-27,1932-03-01,New Zealand,South Africa,South Africa,12,Innings,Christchurch,Test # 217
1932-03-04,1932-03-07,New Zealand,South Africa,South Africa,8,Wickets,Wellington,Test # 218
1932-06-25,1932-06-28,England,India,England,158,Runs,Lord's,Test # 219
1932-12-02,1932-12-07,Australia,England,England,10,Wickets,Sydney,Test # 220
1932-12-30,1933-01-03,Australia,England,Australia,111,Runs,Melbourne,Test # 221
1933-01-13,1933-01-19,Australia,England,England,338,Runs,Adelaide,Test # 222
1933-02-10,1933-02-16,Australia,England,England,6,Wickets,Brisbane,Test # 223
1933-02-23,1933-02-28,Australia,England,England,8,Wickets,Sydney,Test # 224
1933-03-24,1933-03-27,New Zealand,England,Drawn,NA,NA,Christchurch,Test # 225
1933-03-31,1933-04-03,New Zealand,England,Drawn,NA,NA,Auckland,Test # 226
1933-06-24,1933-06-27,England,West Indies,England,27,Innings,Lord's,Test # 227
1933-07-22,1933-07-25,England,West Indies,Drawn,NA,NA,Manchester,Test # 228
1933-08-12,1933-08-15,England,West Indies,England,17,Innings,The Oval,Test # 229
1933-12-15,1933-12-18,India,England,England,9,Wickets,Mumbai,Test # 230
1934-01-05,1934-01-08,India,England,Drawn,NA,NA,Kolkata,Test # 231
1934-02-10,1934-02-13,India,England,England,202,Runs,Chennai,Test # 232
1934-06-08,1934-06-12,England,Australia,Australia,238,Runs,Nottingham,Test # 233
1934-06-22,1934-06-25,England,Australia,England,38,Innings,Lord's,Test # 234
1934-07-06,1934-07-10,England,Australia,Drawn,NA,NA,Manchester,Test # 235
1934-07-20,1934-07-24,England,Australia,Drawn,NA,NA,Leeds,Test # 236
1934-08-18,1934-08-22,England,Australia,Australia,562,Runs,The Oval,Test # 237
1935-01-08,1935-01-10,West Indies,England,England,4,Wickets,Bridgetown,Test # 238
1935-01-24,1935-01-28,West Indies,England,West Indies,217,Runs,Port of Spain,Test # 239
1935-02-14,1935-02-18,West Indies,England,Drawn,NA,NA,Georgetown,Test # 240
1935-03-14,1935-03-18,West Indies,England,West Indies,161,Innings,Kingston,Test # 241
1935-06-15,1935-06-18,England,South Africa,Drawn,NA,NA,Nottingham,Test # 242
1935-06-29,1935-07-02,England,South Africa,South Africa,157,Runs,Lord's,Test # 243
1935-07-13,1935-07-16,England,South Africa,Drawn,NA,NA,Leeds,Test # 244
1935-07-27,1935-07-30,England,South Africa,Drawn,NA,NA,Manchester,Test # 245
1935-08-17,1935-08-20,England,South Africa,Drawn,NA,NA,The Oval,Test # 246
1935-12-14,1935-12-18,South Africa,Australia,Australia,9,Wickets,Durban,Test # 247
1935-12-24,1935-12-28,South Africa,Australia,Drawn,NA,NA,Johannesburg,Test # 248
1936-01-01,1936-01-04,South Africa,Australia,Australia,78,Innings,Cape Town,Test # 249
1936-02-15,1936-02-17,South Africa,Australia,Australia,184,Innings,Johannesburg,Test # 250
1936-02-28,1936-03-03,South Africa,Australia,Australia,6,Innings,Durban,Test # 251
1936-06-27,1936-06-30,England,India,England,9,Wickets,Lord's,Test # 252
1936-07-25,1936-07-28,England,India,Drawn,NA,NA,Manchester,Test # 253
1936-08-15,1936-08-18,England,India,England,9,Wickets,The Oval,Test # 254
1936-12-04,1936-12-09,Australia,England,England,322,Runs,Brisbane,Test # 255
1936-12-18,1936-12-22,Australia,England,England,22,Innings,Sydney,Test # 256
1937-01-01,1937-01-07,Australia,England,Australia,365,Runs,Melbourne,Test # 257
1937-01-29,1937-02-04,Australia,England,Australia,148,Runs,Adelaide,Test # 258
1937-02-26,1937-03-03,Australia,England,Australia,200,Innings,Melbourne,Test # 259
1937-06-26,1937-06-29,England,New Zealand,Drawn,NA,NA,Lord's,Test # 260
1937-07-24,1937-07-27,England,New Zealand,England,130,Runs,Manchester,Test # 261
1937-08-14,1937-08-17,England,New Zealand,Drawn,NA,NA,The Oval,Test # 262
1938-06-10,1938-06-14,England,Australia,Drawn,NA,NA,Nottingham,Test # 263
1938-06-24,1938-06-28,England,Australia,Drawn,NA,NA,Lord's,Test # 264
1938-07-22,1938-07-25,England,Australia,Australia,5,Wickets,Leeds,Test # 265
1938-08-20,1938-08-24,England,Australia,England,579,Innings,The Oval,Test # 266
1938-12-24,1938-12-28,South Africa,England,Drawn,NA,NA,Johannesburg,Test # 267
1938-12-31,1939-01-04,South Africa,England,Drawn,NA,NA,Cape Town,Test # 268
1939-01-20,1939-01-23,South Africa,England,England,13,Innings,Durban,Test # 269
1939-02-18,1939-02-22,South Africa,England,Drawn,NA,NA,Johannesburg,Test # 270
1939-03-03,1939-03-14,South Africa,England,Drawn,NA,NA,Durban,Test # 271
1939-06-24,1939-06-27,England,West Indies,England,8,Wickets,Lord's,Test # 272
1939-07-22,1939-07-25,England,West Indies,Drawn,NA,NA,Manchester,Test # 273
1939-08-19,1939-08-22,England,West Indies,Drawn,NA,NA,The Oval,Test # 274
1946-03-29,1946-03-30,New Zealand,Australia,Australia,103,Innings,Wellington,Test # 275
1946-06-22,1946-06-25,England,India,England,10,Wickets,Lord's,Test # 276
1946-07-20,1946-07-23,England,India,Drawn,NA,NA,Manchester,Test # 277
1946-08-17,1946-08-20,England,India,Drawn,NA,NA,The Oval,Test # 278
1946-11-29,1946-12-04,Australia,England,Australia,332,Innings,Brisbane,Test # 279
1946-12-13,1946-12-19,Australia,England,Australia,33,Innings,Sydney,Test # 280
1947-01-01,1947-01-07,Australia,England,Drawn,NA,NA,Melbourne,Test # 281
1947-01-31,1947-02-06,Australia,England,Drawn,NA,NA,Adelaide,Test # 282
1947-02-28,1947-03-05,Australia,England,Australia,5,Wickets,Sydney,Test # 283
1947-03-21,1947-03-25,New Zealand,England,Drawn,NA,NA,Christchurch,Test # 284
1947-06-07,1947-06-11,England,South Africa,Drawn,NA,NA,Nottingham,Test # 285
1947-06-21,1947-06-25,England,South Africa,England,10,Wickets,Lord's,Test # 286
1947-07-05,1947-07-09,England,South Africa,England,7,Wickets,Manchester,Test # 287
1947-07-26,1947-07-29,England,South Africa,England,10,Wickets,Leeds,Test # 288
1947-08-16,1947-08-20,England,South Africa,Drawn,NA,NA,The Oval,Test # 289
1947-11-28,1947-12-04,Australia,India,Australia,226,Innings,Brisbane,Test # 290
1947-12-12,1947-12-18,Australia,India,Drawn,NA,NA,Sydney,Test # 291
1948-01-01,1948-01-05,Australia,India,Australia,233,Runs,Melbourne,Test # 292
1948-01-21,1948-01-26,West Indies,England,Drawn,NA,NA,Bridgetown,Test # 293
1948-01-23,1948-01-28,Australia,India,Australia,16,Innings,Adelaide,Test # 294
1948-02-06,1948-02-10,Australia,India,Australia,177,Innings,Melbourne,Test # 295
1948-02-11,1948-02-16,West Indies,England,Drawn,NA,NA,Port of Spain,Test # 296
1948-03-03,1948-03-06,West Indies,England,West Indies,7,Wickets,Georgetown,Test # 297
1948-03-27,1948-04-01,West Indies,England,West Indies,10,Wickets,Kingston,Test # 298
1948-06-10,1948-06-15,England,Australia,Australia,8,Wickets,Nottingham,Test # 299
1948-06-24,1948-06-29,England,Australia,Australia,409,Runs,Lord's,Test # 300
1948-07-08,1948-07-13,England,Australia,Drawn,NA,NA,Manchester,Test # 301
1948-07-22,1948-07-27,England,Australia,Australia,7,Wickets,Leeds,Test # 302
1948-08-14,1948-08-18,England,Australia,Australia,149,Innings,The Oval,Test # 303
1948-11-10,1948-11-14,India,West Indies,Drawn,NA,NA,Delhi,Test # 304
1948-12-09,1948-12-13,India,West Indies,Drawn,NA,NA,Mumbai (BS),Test # 305
1948-12-16,1948-12-20,South Africa,England,England,2,Wickets,Durban,Test # 306
1948-12-27,1948-12-30,South Africa,England,Drawn,NA,NA,Johannesburg,Test # 307
1948-12-31,1949-01-04,India,West Indies,Drawn,NA,NA,Kolkata,Test # 308
1949-01-01,1949-01-05,South Africa,England,Drawn,NA,NA,Cape Town,Test # 309
1949-01-27,1949-01-31,India,West Indies,West Indies,193,Innings,Chennai,Test # 310
1949-02-04,1949-02-08,India,West Indies,Drawn,NA,NA,Mumbai (BS),Test # 311
